frame_index,timestamp,brand_name,box_coordinates
1315,1315.0,INDLA,"(434, 23, 500, 75)"
1316,1316.0,UDGEL,"(161, 238, 222, 287)"
1318,1318.0,INDLA,"(455, 12, 527, 65)"
1319,1319.0,INDLA,"(446, 6, 514, 52)"
1320,1320.0,PhonePe,"(1753, 770, 1839, 844)"
1321,1321.0,PhonePe,"(1762, 747, 1857, 820)"
1322,1322.0,UDGEI,"(195, 129, 257, 176)"
1323,1323.0,BUDGET,"(158, 131, 222, 181)"
1324,1324.0,UDGEI,"(135, 138, 195, 192)"
1325,1325.0,PhonePe,"(1620, 701, 1716, 774)"
1326,1326.0,INDLA,"(422, 0, 486, 67)"
1327,1327.0,PhonePe,"(1675, 799, 1769, 871)"
1328,1328.0,PhonePe,"(1659, 790, 1748, 863)"
1329,1329.0,INDLA,"(483, 0, 547, 71)"
1330,1330.0,INDIAN,"(461, 0, 549, 57)"
1331,1331.0,INDIAN,"(451, 0, 517, 41)"
